show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s752,Movie,Title 752,Director 64,"Actor 399, Actor 12",Spain,"January 23, 2021",2013,PG-13,165 min,"Action, Romance",Description for title 752.
s753,TV Show,Title 753,Director 173,"Actor 341, Actor 88",India,"September 5, 2025",2022,TV-14,7 Seasons,"Documentary, Drama",Description for title 753.
s754,Movie,Title 754,Director 72,"Actor 413, Actor 301",India,"September 23, 2018",2018,TV-14,104 min,"Drama, Crime",Description for title 754.
s755,Movie,Title 755,Director 92,"Actor 40, Actor 15",United States,"December 10, 2022",2007,TV-MA,112 min,"Sci-Fi, Action",Description for title 755.
s756,TV Show,Title 756,Director 59,"Actor 406, Actor 495",India,"March 17, 2017",2014,TV-14,4 Seasons,"Sci-Fi, Romance",Description for title 756.
s757,TV Show,Title 757,Director 58,"Actor 222, Actor 32",Japan,"January 19, 2023",2014,TV-MA,3 Seasons,"Comedy, Documentary",Description for title 757.
s758,Movie,Title 758,Director 148,"Actor 267, Actor 301",Spain,"January 4, 2019",2003,PG-13,147 min,"Romance, Sci-Fi",Description for title 758.
s759,TV Show,Title 759,Director 27,"Actor 204, Actor 306",Spain,"September 22, 2019",2012,R,1 Seasons,"Drama, Documentary",Description for title 759.
s760,TV Show,Title 760,Director 46,"Actor 88, Actor 291",India,"December 4, 2015",2013,TV-14,2 Seasons,"Crime, Romance",Description for title 760.
s761,Movie,Title 761,Director 150,"Actor 401, Actor 452",United States,"September 5, 2019",2008,TV-14,160 min,"Crime, Documentary",Description for title 761.
s762,Movie,Title 762,Director 7,"Actor 436, Actor 42",Spain,"March 7, 2016",2015,PG-13,177 min,"Comedy, Drama",Description for title 762.
s763,Movie,Title 763,Director 1,"Actor 394, Actor 374",Spain,"March 1, 2023",2016,PG,78 min,"Comedy, Documentary",Description for title 763.
s764,TV Show,Title 764,Director 130,"Actor 471, Actor 413",UK,"January 28, 2016",2007,TV-14,2 Seasons,"Sci-Fi, Comedy",Description for title 764.
s765,Movie,Title 765,Director 11,"Actor 333, Actor 454",India,"December 23, 2021",2016,TV-14,170 min,"Sci-Fi, Romance",Description for title 765.
s766,TV Show,Title 766,Director 47,"Actor 476, Actor 401",Spain,"June 26, 2021",2001,TV-14,4 Seasons,"Drama, Romance",Description for title 766.
s767,TV Show,Title 767,Director 139,"Actor 50, Actor 208",United States,"September 2, 2023",2013,R,6 Seasons,"Drama, Documentary",Description for title 767.
s768,TV Show,Title 768,Director 30,"Actor 205, Actor 246",India,"January 27, 2015",2001,PG,1 Seasons,"Drama, Romance",Description for title 768.
s769,TV Show,Title 769,Director 46,"Actor 243, Actor 425",United States,"September 2, 2025",2006,PG,5 Seasons,"Crime, Drama",Description for title 769.
s770,Movie,Title 770,Director 140,"Actor 211, Actor 47",UK,"March 20, 2023",2013,TV-MA,121 min,"Romance, Drama",Description for title 770.
s771,Movie,Title 771,Director 73,"Actor 237, Actor 127",Japan,"January 16, 2015",2003,TV-14,109 min,"Sci-Fi, Documentary",Description for title 771.
s772,Movie,Title 772,Director 27,"Actor 422, Actor 103",UK,"January 25, 2017",2024,TV-MA,115 min,"Documentary, Romance",Description for title 772.
s773,Movie,Title 773,Director 51,"Actor 240, Actor 246",India,"June 10, 2023",2004,R,150 min,"Drama, Crime",Description for title 773.
s774,TV Show,Title 774,Director 52,"Actor 495, Actor 26",UK,"June 10, 2022",2001,TV-MA,6 Seasons,"Action, Comedy",Description for title 774.
s775,Movie,Title 775,Director 157,"Actor 415, Actor 359",Spain,"January 7, 2015",2000,R,152 min,"Romance, Drama",Description for title 775.
s776,TV Show,Title 776,Director 5,"Actor 487, Actor 248",United States,"December 11, 2022",2010,PG,1 Seasons,"Drama, Action",Description for title 776.
s777,TV Show,Title 777,Director 125,"Actor 48, Actor 379",India,"June 9, 2019",2024,PG-13,5 Seasons,"Romance, Documentary",Description for title 777.
s778,TV Show,Title 778,Director 115,"Actor 180, Actor 382",India,"December 15, 2023",2009,TV-MA,2 Seasons,"Comedy, Romance",Description for title 778.
s779,TV Show,Title 779,Director 40,"Actor 370, Actor 415",Spain,"September 17, 2015",2005,R,3 Seasons,"Crime, Drama",Description for title 779.
s780,TV Show,Title 780,Director 148,"Actor 233, Actor 435",Canada,"March 9, 2019",2016,PG-13,6 Seasons,"Comedy, Sci-Fi",Description for title 780.
s781,Movie,Title 781,Director 19,"Actor 182, Actor 97",Canada,"January 16, 2020",2010,TV-MA,90 min,"Action, Romance",Description for title 781.
s782,Movie,Title 782,Director 72,"Actor 282, Actor 159",UK,"December 15, 2018",2008,R,172 min,"Crime, Romance",Description for title 782.
s783,Movie,Title 783,Director 61,"Actor 457, Actor 226",Japan,"January 2, 2024",2003,TV-MA,96 min,"Romance, Sci-Fi",Description for title 783.
s784,Movie,Title 784,Director 36,"Actor 362, Actor 147",Spain,"September 22, 2023",2004,TV-14,98 min,"Documentary, Crime",Description for title 784.
s785,TV Show,Title 785,Director 97,"Actor 403, Actor 297",UK,"December 8, 2020",2018,TV-14,3 Seasons,"Crime, Documentary",Description for title 785.
s786,Movie,Title 786,Director 58,"Actor 109, Actor 362",Canada,"January 26, 2017",2012,TV-14,144 min,"Romance, Drama",Description for title 786.
s787,TV Show,Title 787,Director 130,"Actor 253, Actor 252",Japan,"March 19, 2023",2005,PG,2 Seasons,"Comedy, Action",Description for title 787.
s788,Movie,Title 788,Director 10,"Actor 229, Actor 377",United States,"January 9, 2023",2013,PG,161 min,"Romance, Action",Description for title 788.
s789,Movie,Title 789,Director 15,"Actor 156, Actor 278",UK,"September 11, 2024",2019,R,94 min,"Crime, Sci-Fi",Description for title 789.
s790,TV Show,Title 790,Director 77,"Actor 401, Actor 64",Japan,"September 12, 2017",2002,R,3 Seasons,"Documentary, Sci-Fi",Description for title 790.
s791,Movie,Title 791,Director 53,"Actor 199, Actor 69",Spain,"March 27, 2024",2024,PG-13,158 min,"Drama, Comedy",Description for title 791.
s792,TV Show,Title 792,Director 84,"Actor 163, Actor 63",Japan,"March 21, 2016",2013,PG-13,2 Seasons,"Action, Sci-Fi",Description for title 792.
s793,Movie,Title 793,Director 67,"Actor 373, Actor 60",Canada,"September 9, 2015",2021,TV-14,162 min,"Comedy, Drama",Description for title 793.
s794,TV Show,Title 794,Director 115,"Actor 167, Actor 207",Spain,"September 12, 2023",2003,R,7 Seasons,"Crime, Documentary",Description for title 794.
s795,TV Show,Title 795,Director 17,"Actor 58, Actor 22",India,"March 7, 2024",2014,TV-14,6 Seasons,"Documentary, Drama",Description for title 795.
s796,Movie,Title 796,Director 25,"Actor 379, Actor 195",Japan,"June 8, 2019",2006,PG-13,150 min,"Crime, Comedy",Description for title 796.
s797,TV Show,Title 797,Director 158,"Actor 500, Actor 182",Japan,"September 14, 2023",2009,R,1 Seasons,"Documentary, Action",Description for title 797.
s798,Movie,Title 798,Director 46,"Actor 438, Actor 230",Canada,"September 2, 2019",2018,TV-14,149 min,"Comedy, Action",Description for title 798.
s799,TV Show,Title 799,Director 90,"Actor 211, Actor 426",India,"September 6, 2023",2011,R,2 Seasons,"Comedy, Romance",Description for title 799.
s800,Movie,Title 800,Director 54,"Actor 397, Actor 262",UK,"March 12, 2023",2022,PG,115 min,"Documentary, Romance",Description for title 800.
s801,TV Show,Title 801,Director 179,"Actor 394, Actor 76",India,"March 24, 2023",2002,PG-13,1 Seasons,"Romance, Drama",Description for title 801.
s802,Movie,Title 802,Director 113,"Actor 301, Actor 410",India,"March 1, 2015",2014,R,168 min,"Crime, Romance",Description for title 802.
s803,Movie,Title 803,Director 27,"Actor 129, Actor 239",India,"March 14, 2018",2016,TV-14,157 min,"Crime, Action",Description for title 803.
s804,TV Show,Title 804,Director 185,"Actor 440, Actor 467",Spain,"March 23, 2016",2010,PG-13,6 Seasons,"Drama, Action",Description for title 804.
s805,Movie,Title 805,Director 127,"Actor 499, Actor 367",Spain,"March 10, 2016",2012,PG,112 min,"Crime, Romance",Description for title 805.
s806,TV Show,Title 806,Director 72,"Actor 380, Actor 202",Canada,"September 11, 2016",2006,TV-MA,4 Seasons,"Action, Crime",Description for title 806.
s807,TV Show,Title 807,Director 147,"Actor 184, Actor 444",United States,"March 6, 2020",2018,PG,2 Seasons,"Action, Sci-Fi",Description for title 807.
s808,Movie,Title 808,Director 139,"Actor 57, Actor 478",United States,"December 8, 2022",2015,PG,83 min,"Crime, Drama",Description for title 808.
s809,Movie,Title 809,Director 43,"Actor 470, Actor 4",UK,"September 27, 2021",2000,TV-14,131 min,"Crime, Comedy",Description for title 809.
s810,Movie,Title 810,Director 21,"Actor 390, Actor 171",Canada,"June 14, 2025",2008,PG-13,126 min,"Comedy, Crime",Description for title 810.
s811,TV Show,Title 811,Director 149,"Actor 401, Actor 125",United States,"March 9, 2020",2022,PG,7 Seasons,"Romance, Crime",Description for title 811.
s812,Movie,Title 812,Director 26,"Actor 221, Actor 390",Canada,"January 2, 2023",2002,TV-14,117 min,"Comedy, Crime",Description for title 812.
s813,Movie,Title 813,Director 87,"Actor 254, Actor 323",Japan,"June 14, 2020",2018,PG,153 min,"Comedy, Romance",Description for title 813.
s814,TV Show,Title 814,Director 169,"Actor 421, Actor 60",Spain,"June 14, 2015",2021,PG,8 Seasons,"Action, Crime",Description for title 814.
s815,TV Show,Title 815,Director 70,"Actor 80, Actor 46",United States,"January 8, 2018",2021,PG,4 Seasons,"Action, Romance",Description for title 815.
s816,Movie,Title 816,Director 73,"Actor 37, Actor 376",Japan,"January 16, 2019",2014,PG-13,122 min,"Documentary, Comedy",Description for title 816.
s817,TV Show,Title 817,Director 167,"Actor 188, Actor 455",Canada,"March 23, 2025",2011,TV-14,8 Seasons,"Drama, Crime",Description for title 817.
s818,Movie,Title 818,Director 107,"Actor 181, Actor 29",Japan,"March 3, 2020",2001,TV-MA,148 min,"Sci-Fi, Crime",Description for title 818.
s819,TV Show,Title 819,Director 162,"Actor 275, Actor 135",United States,"March 15, 2017",2023,R,6 Seasons,"Drama, Romance",Description for title 819.
s820,TV Show,Title 820,Director 130,"Actor 452, Actor 94",India,"January 6, 2019",2012,PG,1 Seasons,"Sci-Fi, Documentary",Description for title 820.
s821,Movie,Title 821,Director 65,"Actor 496, Actor 374",UK,"December 4, 2024",2008,TV-MA,172 min,"Action, Documentary",Description for title 821.
s822,TV Show,Title 822,Director 17,"Actor 194, Actor 409",United States,"December 3, 2021",2016,TV-14,8 Seasons,"Crime, Sci-Fi",Description for title 822.
s823,TV Show,Title 823,Director 184,"Actor 213, Actor 358",Spain,"March 7, 2018",2009,R,3 Seasons,"Action, Drama",Description for title 823.
s824,TV Show,Title 824,Director 138,"Actor 222, Actor 348",United States,"June 7, 2016",2003,PG,8 Seasons,"Action, Sci-Fi",Description for title 824.
s825,TV Show,Title 825,Director 102,"Actor 491, Actor 207",Spain,"September 15, 2020",2010,TV-14,5 Seasons,"Documentary, Action",Description for title 825.
s826,Movie,Title 826,Director 110,"Actor 40, Actor 3",Japan,"December 4, 2019",2020,TV-MA,167 min,"Documentary, Crime",Description for title 826.
s827,TV Show,Title 827,Director 175,"Actor 419, Actor 54",Japan,"January 17, 2021",2010,TV-14,5 Seasons,"Sci-Fi, Action",Description for title 827.
s828,TV Show,Title 828,Director 102,"Actor 428, Actor 340",India,"June 7, 2025",2023,PG-13,4 Seasons,"Sci-Fi, Action",Description for title 828.
s829,TV Show,Title 829,Director 152,"Actor 413, Actor 131",India,"December 24, 2017",2018,PG,4 Seasons,"Drama, Crime",Description for title 829.
s830,Movie,Title 830,Director 58,"Actor 484, Actor 91",Spain,"January 1, 2022",2013,R,95 min,"Action, Comedy",Description for title 830.
s831,TV Show,Title 831,Director 8,"Actor 14, Actor 171",Spain,"June 2, 2017",2006,PG-13,3 Seasons,"Comedy, Romance",Description for title 831.
s832,TV Show,Title 832,Director 185,"Actor 121, Actor 129",Canada,"March 22, 2019",2003,TV-14,8 Seasons,"Romance, Comedy",Description for title 832.
s833,Movie,Title 833,Director 6,"Actor 106, Actor 441",Japan,"December 3, 2021",2007,PG,120 min,"Crime, Drama",Description for title 833.
s834,TV Show,Title 834,Director 147,"Actor 215, Actor 482",Spain,"September 23, 2016",2006,TV-MA,7 Seasons,"Romance, Documentary",Description for title 834.
s835,TV Show,Title 835,Director 106,"Actor 392, Actor 366",UK,"January 21, 2019",2020,TV-14,8 Seasons,"Drama, Sci-Fi",Description for title 835.
s836,Movie,Title 836,Director 186,"Actor 438, Actor 51",India,"September 17, 2021",2013,PG-13,101 min,"Action, Sci-Fi",Description for title 836.
s837,TV Show,Title 837,Director 71,"Actor 330, Actor 273",Spain,"June 26, 2022",2013,PG,8 Seasons,"Sci-Fi, Drama",Description for title 837.
s838,Movie,Title 838,Director 99,"Actor 475, Actor 163",Canada,"March 10, 2018",2014,PG-13,170 min,"Drama, Documentary",Description for title 838.
s839,Movie,Title 839,Director 35,"Actor 149, Actor 186",Japan,"March 2, 2020",2006,TV-14,123 min,"Documentary, Sci-Fi",Description for title 839.
s840,Movie,Title 840,Director 2,"Actor 250, Actor 431",Spain,"September 24, 2023",2009,PG,169 min,"Romance, Comedy",Description for title 840.
s841,TV Show,Title 841,Director 93,"Actor 225, Actor 289",India,"January 23, 2020",2002,R,2 Seasons,"Documentary, Romance",Description for title 841.
s842,TV Show,Title 842,Director 80,"Actor 450, Actor 292",UK,"September 12, 2024",2013,R,2 Seasons,"Sci-Fi, Documentary",Description for title 842.
s843,TV Show,Title 843,Director 147,"Actor 325, Actor 22",Japan,"June 27, 2017",2003,PG,7 Seasons,"Comedy, Sci-Fi",Description for title 843.
s844,TV Show,Title 844,Director 48,"Actor 334, Actor 130",UK,"June 5, 2025",2016,TV-MA,5 Seasons,"Sci-Fi, Crime",Description for title 844.
s845,TV Show,Title 845,Director 63,"Actor 182, Actor 397",India,"January 16, 2023",2020,TV-14,2 Seasons,"Drama, Documentary",Description for title 845.
s846,TV Show,Title 846,Director 18,"Actor 387, Actor 324",UK,"January 9, 2024",2016,R,6 Seasons,"Sci-Fi, Crime",Description for title 846.
s847,TV Show,Title 847,Director 199,"Actor 464, Actor 408",United States,"September 3, 2021",2019,R,6 Seasons,"Sci-Fi, Drama",Description for title 847.
s848,Movie,Title 848,Director 193,"Actor 296, Actor 289",UK,"June 16, 2016",2006,TV-14,177 min,"Action, Romance",Description for title 848.
s849,TV Show,Title 849,Director 194,"Actor 295, Actor 189",United States,"June 20, 2023",2003,PG-13,5 Seasons,"Romance, Comedy",Description for title 849.
s850,TV Show,Title 850,Director 26,"Actor 3, Actor 10",Spain,"December 4, 2016",2020,TV-14,6 Seasons,"Comedy, Sci-Fi",Description for title 850.
s851,Movie,Title 851,Director 52,"Actor 39, Actor 72",Spain,"January 13, 2020",2005,R,105 min,"Action, Romance",Description for title 851.
s852,TV Show,Title 852,Director 12,"Actor 290, Actor 162",Canada,"September 23, 2022",2009,PG,6 Seasons,"Sci-Fi, Action",Description for title 852.
s853,Movie,Title 853,Director 11,"Actor 245, Actor 216",Spain,"January 14, 2023",2008,PG-13,153 min,"Sci-Fi, Action",Description for title 853.
s854,TV Show,Title 854,Director 39,"Actor 64, Actor 4",Japan,"September 2, 2024",2016,PG,4 Seasons,"Drama, Romance",Description for title 854.
s855,Movie,Title 855,Director 10,"Actor 227, Actor 467",United States,"June 10, 2020",2002,R,76 min,"Comedy, Drama",Description for title 855.
s856,TV Show,Title 856,Director 79,"Actor 103, Actor 46",India,"January 7, 2015",2020,TV-MA,2 Seasons,"Romance, Documentary",Description for title 856.
s857,Movie,Title 857,Director 171,"Actor 388, Actor 284",Spain,"September 16, 2019",2002,TV-MA,170 min,"Action, Documentary",Description for title 857.
s858,TV Show,Title 858,Director 107,"Actor 99, Actor 338",India,"December 3, 2016",2024,PG-13,1 Seasons,"Action, Drama",Description for title 858.
s859,TV Show,Title 859,Director 120,"Actor 88, Actor 192",Spain,"September 11, 2023",2011,R,3 Seasons,"Comedy, Documentary",Description for title 859.
s860,Movie,Title 860,Director 61,"Actor 152, Actor 463",Japan,"September 22, 2015",2003,R,157 min,"Action, Documentary",Description for title 860.
s861,Movie,Title 861,Director 37,"Actor 154, Actor 74",India,"June 11, 2025",2008,PG-13,94 min,"Documentary, Action",Description for title 861.
s862,Movie,Title 862,Director 87,"Actor 33, Actor 56",Japan,"September 28, 2023",2009,PG,81 min,"Romance, Comedy",Description for title 862.
s863,Movie,Title 863,Director 164,"Actor 111, Actor 150",UK,"March 24, 2020",2003,R,166 min,"Comedy, Documentary",Description for title 863.
s864,TV Show,Title 864,Director 75,"Actor 196, Actor 82",Japan,"January 3, 2020",2018,TV-14,7 Seasons,"Comedy, Romance",Description for title 864.
s865,TV Show,Title 865,Director 138,"Actor 481, Actor 59",Spain,"September 28, 2019",2002,PG,7 Seasons,"Comedy, Sci-Fi",Description for title 865.
s866,Movie,Title 866,Director 28,"Actor 437, Actor 59",United States,"January 11, 2021",2016,TV-14,95 min,"Crime, Romance",Description for title 866.
s867,Movie,Title 867,Director 158,"Actor 434, Actor 159",Spain,"June 28, 2016",2016,R,170 min,"Documentary, Sci-Fi",Description for title 867.
s868,TV Show,Title 868,Director 184,"Actor 80, Actor 100",UK,"March 11, 2023",2021,TV-14,7 Seasons,"Drama, Action",Description for title 868.
s869,Movie,Title 869,Director 82,"Actor 298, Actor 350",United States,"September 4, 2018",2019,TV-MA,116 min,"Crime, Comedy",Description for title 869.
s870,Movie,Title 870,Director 129,"Actor 292, Actor 395",UK,"December 7, 2021",2023,TV-MA,179 min,"Crime, Documentary",Description for title 870.
s871,TV Show,Title 871,Director 26,"Actor 229, Actor 277",Canada,"March 19, 2017",2020,TV-MA,5 Seasons,"Drama, Action",Description for title 871.
s872,TV Show,Title 872,Director 160,"Actor 452, Actor 498",India,"January 1, 2016",2023,TV-14,5 Seasons,"Sci-Fi, Action",Description for title 872.
s873,Movie,Title 873,Director 58,"Actor 331, Actor 59",UK,"June 11, 2025",2017,PG-13,124 min,"Action, Sci-Fi",Description for title 873.
s874,TV Show,Title 874,Director 171,"Actor 178, Actor 321",Japan,"March 20, 2023",2009,PG,1 Seasons,"Crime, Documentary",Description for title 874.
s875,TV Show,Title 875,Director 1,"Actor 6, Actor 487",India,"January 15, 2018",2018,PG-13,5 Seasons,"Drama, Romance",Description for title 875.
s876,TV Show,Title 876,Director 124,"Actor 478, Actor 460",Spain,"March 2, 2020",2001,R,2 Seasons,"Comedy, Sci-Fi",Description for title 876.
s877,TV Show,Title 877,Director 97,"Actor 453, Actor 164",United States,"December 28, 2021",2007,TV-MA,6 Seasons,"Documentary, Sci-Fi",Description for title 877.
s878,Movie,Title 878,Director 103,"Actor 193, Actor 444",UK,"January 28, 2024",2017,PG-13,112 min,"Documentary, Sci-Fi",Description for title 878.
s879,TV Show,Title 879,Director 95,"Actor 193, Actor 461",India,"June 23, 2017",2023,PG,4 Seasons,"Sci-Fi, Crime",Description for title 879.
s880,Movie,Title 880,Director 110,"Actor 103, Actor 202",Canada,"September 19, 2018",2001,TV-MA,141 min,"Drama, Comedy",Description for title 880.
s881,TV Show,Title 881,Director 123,"Actor 13, Actor 250",UK,"December 3, 2024",2005,PG,8 Seasons,"Comedy, Romance",Description for title 881.
s882,Movie,Title 882,Director 154,"Actor 423, Actor 485",Spain,"December 12, 2018",2006,TV-14,111 min,"Action, Crime",Description for title 882.
s883,TV Show,Title 883,Director 85,"Actor 275, Actor 68",Canada,"June 8, 2016",2014,TV-MA,5 Seasons,"Documentary, Action",Description for title 883.
s884,Movie,Title 884,Director 99,"Actor 312, Actor 427",Spain,"January 14, 2020",2020,PG,157 min,"Drama, Documentary",Description for title 884.
s885,Movie,Title 885,Director 9,"Actor 166, Actor 329",United States,"December 10, 2020",2000,PG,158 min,"Documentary, Action",Description for title 885.
s886,TV Show,Title 886,Director 187,"Actor 495, Actor 315",UK,"September 8, 2020",2012,R,8 Seasons,"Sci-Fi, Action",Description for title 886.
s887,TV Show,Title 887,Director 162,"Actor 442, Actor 9",India,"December 2, 2015",2022,PG,6 Seasons,"Action, Documentary",Description for title 887.
s888,TV Show,Title 888,Director 182,"Actor 404, Actor 270",UK,"January 16, 2017",2007,TV-14,1 Seasons,"Action, Documentary",Description for title 888.
s889,Movie,Title 889,Director 140,"Actor 474, Actor 435",Canada,"January 5, 2017",2005,R,170 min,"Documentary, Romance",Description for title 889.
s890,TV Show,Title 890,Director 67,"Actor 58, Actor 450",Japan,"January 19, 2019",2010,R,8 Seasons,"Crime, Romance",Description for title 890.
s891,Movie,Title 891,Director 126,"Actor 464, Actor 6",Canada,"January 7, 2020",2019,R,151 min,"Crime, Sci-Fi",Description for title 891.
s892,TV Show,Title 892,Director 82,"Actor 217, Actor 291",Canada,"January 12, 2022",2003,R,8 Seasons,"Drama, Action",Description for title 892.
s893,TV Show,Title 893,Director 59,"Actor 4, Actor 258",Canada,"March 1, 2025",2022,TV-14,2 Seasons,"Action, Romance",Description for title 893.
s894,TV Show,Title 894,Director 48,"Actor 351, Actor 217",India,"March 2, 2021",2008,TV-14,5 Seasons,"Romance, Sci-Fi",Description for title 894.
s895,TV Show,Title 895,Director 176,"Actor 42, Actor 461",Spain,"December 16, 2021",2022,TV-MA,7 Seasons,"Romance, Action",Description for title 895.
s896,Movie,Title 896,Director 23,"Actor 246, Actor 101",UK,"June 2, 2016",2019,TV-MA,106 min,"Romance, Sci-Fi",Description for title 896.
s897,TV Show,Title 897,Director 127,"Actor 325, Actor 244",Canada,"March 1, 2017",2015,PG-13,3 Seasons,"Romance, Comedy",Description for title 897.
s898,TV Show,Title 898,Director 143,"Actor 375, Actor 197",UK,"June 17, 2025",2013,R,7 Seasons,"Drama, Crime",Description for title 898.
s899,Movie,Title 899,Director 91,"Actor 108, Actor 147",UK,"January 15, 2019",2020,TV-14,162 min,"Documentary, Romance",Description for title 899.
s900,TV Show,Title 900,Director 58,"Actor 401, Actor 413",Spain,"March 5, 2016",2001,TV-14,6 Seasons,"Sci-Fi, Crime",Description for title 900.
s901,TV Show,Title 901,Director 83,"Actor 171, Actor 128",Japan,"January 28, 2025",2001,PG-13,3 Seasons,"Action, Romance",Description for title 901.
s902,TV Show,Title 902,Director 178,"Actor 155, Actor 360",India,"January 15, 2020",2020,TV-MA,5 Seasons,"Crime, Romance",Description for title 902.
s903,TV Show,Title 903,Director 144,"Actor 112, Actor 61",Canada,"January 19, 2019",2022,PG-13,5 Seasons,"Comedy, Action",Description for title 903.
s904,Movie,Title 904,Director 43,"Actor 131, Actor 208",Spain,"December 9, 2021",2016,R,147 min,"Sci-Fi, Romance",Description for title 904.
s905,Movie,Title 905,Director 71,"Actor 61, Actor 496",India,"September 22, 2017",2019,PG,147 min,"Romance, Action",Description for title 905.
s906,Movie,Title 906,Director 199,"Actor 356, Actor 13",Canada,"March 23, 2016",2022,TV-14,153 min,"Romance, Sci-Fi",Description for title 906.
s907,Movie,Title 907,Director 53,"Actor 307, Actor 295",Japan,"December 10, 2015",2006,TV-14,86 min,"Drama, Documentary",Description for title 907.
s908,Movie,Title 908,Director 20,"Actor 472, Actor 25",Canada,"January 14, 2022",2015,PG-13,165 min,"Comedy, Crime",Description for title 908.
s909,Movie,Title 909,Director 17,"Actor 148, Actor 477",Spain,"June 10, 2018",2010,TV-MA,165 min,"Action, Romance",Description for title 909.
s910,Movie,Title 910,Director 111,"Actor 78, Actor 175",UK,"January 8, 2023",2010,PG,91 min,"Comedy, Sci-Fi",Description for title 910.
s911,Movie,Title 911,Director 86,"Actor 136, Actor 366",Canada,"March 24, 2022",2016,R,77 min,"Action, Romance",Description for title 911.
s912,TV Show,Title 912,Director 149,"Actor 351, Actor 307",Canada,"December 26, 2018",2015,TV-14,2 Seasons,"Documentary, Comedy",Description for title 912.
s913,TV Show,Title 913,Director 149,"Actor 399, Actor 319",United States,"June 17, 2015",2005,PG,1 Seasons,"Documentary, Comedy",Description for title 913.
s914,TV Show,Title 914,Director 13,"Actor 349, Actor 449",Japan,"March 2, 2017",2022,TV-MA,7 Seasons,"Drama, Romance",Description for title 914.
s915,TV Show,Title 915,Director 194,"Actor 381, Actor 371",UK,"September 4, 2025",2014,TV-MA,8 Seasons,"Sci-Fi, Romance",Description for title 915.
s916,TV Show,Title 916,Director 180,"Actor 41, Actor 320",UK,"March 3, 2016",2011,R,7 Seasons,"Drama, Sci-Fi",Description for title 916.
s917,Movie,Title 917,Director 42,"Actor 387, Actor 113",India,"June 24, 2019",2017,PG-13,110 min,"Drama, Romance",Description for title 917.
s918,Movie,Title 918,Director 75,"Actor 41, Actor 361",Canada,"March 27, 2015",2014,PG,101 min,"Romance, Documentary",Description for title 918.
s919,Movie,Title 919,Director 131,"Actor 115, Actor 316",Canada,"June 24, 2024",2017,R,171 min,"Comedy, Sci-Fi",Description for title 919.
s920,Movie,Title 920,Director 99,"Actor 330, Actor 365",United States,"January 13, 2015",2002,R,119 min,"Comedy, Romance",Description for title 920.
s921,TV Show,Title 921,Director 98,"Actor 400, Actor 353",United States,"January 20, 2021",2012,R,4 Seasons,"Documentary, Crime",Description for title 921.
s922,Movie,Title 922,Director 199,"Actor 395, Actor 386",Spain,"January 1, 2018",2023,PG,124 min,"Documentary, Comedy",Description for title 922.
s923,Movie,Title 923,Director 89,"Actor 107, Actor 238",Japan,"June 15, 2018",2014,PG-13,148 min,"Romance, Drama",Description for title 923.
s924,Movie,Title 924,Director 190,"Actor 294, Actor 499",United States,"March 28, 2024",2018,PG-13,102 min,"Documentary, Action",Description for title 924.
s925,TV Show,Title 925,Director 197,"Actor 275, Actor 222",United States,"June 27, 2022",2010,PG,6 Seasons,"Comedy, Action",Description for title 925.
s926,Movie,Title 926,Director 28,"Actor 331, Actor 234",India,"March 28, 2024",2020,PG-13,82 min,"Drama, Crime",Description for title 926.
s927,TV Show,Title 927,Director 159,"Actor 422, Actor 440",Japan,"March 16, 2021",2000,TV-14,5 Seasons,"Comedy, Sci-Fi",Description for title 927.
s928,Movie,Title 928,Director 39,"Actor 146, Actor 445",Japan,"December 11, 2025",2012,PG-13,159 min,"Drama, Romance",Description for title 928.
s929,TV Show,Title 929,Director 114,"Actor 4, Actor 364",UK,"January 17, 2015",2012,TV-MA,8 Seasons,"Crime, Sci-Fi",Description for title 929.
s930,TV Show,Title 930,Director 187,"Actor 113, Actor 274",Spain,"January 25, 2019",2020,TV-MA,6 Seasons,"Crime, Comedy",Description for title 930.
s931,Movie,Title 931,Director 183,"Actor 281, Actor 162",UK,"March 22, 2018",2019,PG-13,138 min,"Action, Documentary",Description for title 931.
s932,Movie,Title 932,Director 106,"Actor 17, Actor 217",Canada,"January 11, 2019",2014,TV-14,86 min,"Romance, Comedy",Description for title 932.
s933,Movie,Title 933,Director 70,"Actor 489, Actor 61",United States,"January 17, 2018",2015,TV-MA,160 min,"Comedy, Drama",Description for title 933.
s934,Movie,Title 934,Director 129,"Actor 194, Actor 465",United States,"March 13, 2019",2020,R,79 min,"Drama, Romance",Description for title 934.
s935,TV Show,Title 935,Director 43,"Actor 265, Actor 387",Japan,"December 5, 2017",2021,PG,4 Seasons,"Comedy, Crime",Description for title 935.
s936,TV Show,Title 936,Director 84,"Actor 206, Actor 57",United States,"January 25, 2021",2018,PG-13,3 Seasons,"Crime, Documentary",Description for title 936.
s937,Movie,Title 937,Director 71,"Actor 331, Actor 472",United States,"September 5, 2022",2023,PG-13,101 min,"Drama, Action",Description for title 937.
s938,Movie,Title 938,Director 196,"Actor 180, Actor 26",Canada,"September 4, 2019",2016,TV-MA,112 min,"Crime, Documentary",Description for title 938.
s939,Movie,Title 939,Director 57,"Actor 294, Actor 269",India,"March 7, 2017",2021,PG,132 min,"Drama, Documentary",Description for title 939.
